,Mode of study,Level of study,Subject level,Subject code,Subject,Question,Responses,Population,Suppression reason,Option 1,Option 2,Option 3,Option 4,Option 5,This does not apply to me,Positivity measure (%),Benchmark (%),Difference (ppt),Standard deviation,Contribution to benchmark (%),Materially below benchmark (%),Broadly in line with benchmark (%),Materially above benchmark (%),Publication response headcount,Publication response rate (%)
130,All modes,All undergraduates,CAH1,CAH09,Mathematical sciences,Theme 1: Teaching on my course,134.6,213.4,,,,,,,,72.8,83,-10.1,3.3,6.3,98.9,1.1,0,165,63
131,All modes,All undergraduates,CAH1,CAH09,Mathematical sciences,Theme 2: Learning opportunities,134.6,213.4,,,,,,,,69.3,79.6,-10.3,3.6,6.3,98.6,1.4,0,165,63
132,All modes,All undergraduates,CAH1,CAH09,Mathematical sciences,Theme 3: Assessment and feedback,134.6,213.4,,,,,,,,58.6,75.9,-17.3,3.8,6.3,100,0,0,165,63
133,All modes,All undergraduates,CAH1,CAH09,Mathematical sciences,Theme 4: Academic support,134.1,213.4,,,,,,,,76.9,85.8,-8.9,3.2,6.2,97.9,2.1,0,165,63
134,All modes,All undergraduates,CAH1,CAH09,Mathematical sciences,Theme 5: Organisation and management,134.6,213.4,,,,,,,,70.8,82.6,-11.8,3.5,6.3,99.6,0.4,0,165,63
135,All modes,All undergraduates,CAH1,CAH09,Mathematical sciences,Theme 6: Learning resources,133.6,213.4,,,,,,,,84.6,87.8,-3.3,2.8,6.3,60.9,37.2,2,165,63
136,All modes,All undergraduates,CAH1,CAH09,Mathematical sciences,Theme 7: Student voice,134.6,213.4,,,,,,,,59.6,76.3,-16.7,3.9,6.3,100,0,0,165,63
137,All modes,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Q01: How good are teaching staff at explaining things?,134.6,213.4,,18.52,78.87,26.67,10.5,,0,72.4,88.3,-16,3.2,6.3,100,0,0,165,63
138,All modes,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Q02: How often do teaching staff make the subject engaging?,134.6,213.4,,19.35,47.36,53.85,14,,0,49.6,73,-23.4,4,6.3,100,0,0,165,63
139,All modes,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Q03: How often is the course intellectually stimulating?,134.6,213.4,,63.53,54.36,13.17,3.5,,0,87.6,87.7,0,2.6,6.3,16.9,67.1,16,165,63
140,All modes,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Q04: How often does your course challenge you to achieve your best work?,134.6,213.4,,57.19,52.86,18.51,6,,0,81.8,83.3,-1.5,3,6.3,37.4,53.7,8.9,165,63
141,All modes,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Q05: To what extent have you had the chance to explore ideas and concepts in depth?,134.6,213.4,,41.19,62.03,24.34,7,,0,76.7,81,-4.3,3.3,6.3,70.3,27.7,2.1,165,63
142,All modes,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Q06: How well does your course introduce subjects and skills in a way that builds on what you have already learned?,134.6,213.4,,39.03,60.19,28.84,6.5,,0,73.7,85.8,-12,3.2,6.3,99.9,0.1,0,165,63
143,All modes,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Q07: To what extent have you had the chance to bring together information and ideas from different topics?,132.9,213.4,,33.86,61.52,27.01,10.5,,1.67,71.8,78.8,-7,3.5,6.2,89.9,9.7,0.4,165,63
144,All modes,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Q08: To what extent does your course have the right balance of directed and independent study?,134.6,213.4,,28.86,47.52,40.18,18,,0,56.8,76.9,-20.2,3.8,6.3,100,0,0,165,63
145,All modes,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Q09: How well has your course developed your knowledge and skills that you think you will need for your future?,134.6,213.4,,30.52,60.02,32.85,11.17,,0,67.3,75.8,-8.5,3.7,6.3,94.9,5,0.1,165,63
146,All modes,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Q10: How clear were the marking criteria used to assess your work?,134.6,213.4,,21.18,43.86,45.68,23.84,,0,48.3,74.1,-25.7,3.9,6.3,100,0,0,165,63
147,All modes,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Q11: How fair has the marking and assessment been on your course?,134.6,213.4,,12.18,63.7,35.01,23.67,,0,56.4,81.6,-25.2,3.7,6.3,100,0,0,165,63
148,All modes,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Q12: How well have assessments allowed you to demonstrate what you have learned?,134.6,213.4,,14.68,62.53,36.01,21.34,,0,57.4,75.7,-18.3,3.8,6.3,100,0,0,165,63
149,All modes,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Q13: How often have you received assessment feedback on time?,132.1,213.4,,35.19,59.36,28.51,9,,2.5,71.6,79,-7.4,3.5,6.2,91.6,8.1,0.3,165,63
150,All modes,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Q14: How often does feedback help you to improve your work?,132.1,213.4,,28.18,51.7,37.68,14.5,,2.5,60.5,69.4,-8.9,3.9,6.2,94.9,4.9,0.2,165,63
151,All modes,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Q15: How easy was it to contact teaching staff when you needed to?,131.4,213.4,,48.87,58.52,18,6,,3.17,81.7,87,-5.3,2.9,6.2,83.4,16.2,0.4,165,63
152,All modes,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Q16: How well have teaching staff supported your learning?,131.7,213.4,,27.53,68.19,26,10,,2.84,72.7,84.7,-12,3.4,6.1,99.8,0.2,0,165,63
153,All modes,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Q17: How well organised is your course?,134.6,213.4,,25.69,73.86,28.01,7,,0,74,81.8,-7.8,3.4,6.3,94.2,5.7,0.1,165,63
154,All modes,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Q18: How well were any changes to teaching on your course communicated?,131.4,213.4,,26.19,63.69,32.01,9.5,,3.17,68.4,83.7,-15.3,3.6,6.3,100,0,0,165,63
155,All modes,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Q19: How well have the IT resources and facilities supported your learning?,129.1,213.4,,37.86,71.03,13.67,6.5,,5.5,84.4,86.8,-2.4,2.9,6.2,48.6,46.8,4.6,165,63
156,All modes,All undergraduates,CAH2,CAH09-01,Mathematical sciences,"Q20: How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",125.9,213.4,,34.35,66.7,18.17,6.67,,8.67,80.3,88.2,-7.9,3.1,6.3,96.3,3.7,0,165,63
157,All modes,All undergraduates,CAH2,CAH09-01,Mathematical sciences,"Q21: How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",127.2,213.4,,39.85,74.37,7.5,5.5,,7.34,89.8,89.8,0,2.5,6.3,16,68.3,15.7,165,63
158,All modes,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Q22: To what extent do you get the right opportunities to give feedback on your course?,134.6,213.4,,36.53,64.18,25.68,8.17,,0,74.8,85.7,-10.9,3.3,6.3,99.4,0.6,0,165,63
159,All modes,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Q23: To what extent are students' opinions about the course valued by staff?,132.6,213.4,,19.51,53.69,35.19,24.17,,2,55.2,74.7,-19.5,3.9,6.3,100,0,0,165,63
160,All modes,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Q24: How clear is it that students' feedback on the course is acted on?,130.2,213.4,,15.84,45.18,46.7,22.5,,3.34,46.9,68.6,-21.7,4.1,6.3,100,0,0,165,63
161,All modes,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Q25: How well does the students' union (association or guild) represent students' academic interests?,119.9,213.4,,14.68,60.69,26.17,18.34,,12.68,62.9,74.2,-11.4,4.1,6.2,98.5,1.4,0,165,63
162,All modes,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Q26: How well communicated was information about your university/college's mental wellbeing support services?,125.9,213.4,,27.35,54.69,26.01,17.84,,6.67,65.2,81.1,-15.9,3.8,6.2,100,0,0,165,63
163,All modes,All undergraduates,CAH2,CAH09-01,Mathematical sciences,"Q27: During your studies, how free did you feel to express your ideas, opinions, and beliefs?",129.6,213.4,,42.53,56.69,23.84,6.5,,3,76.6,86.8,-10.2,3.2,6.9,99.2,0.8,0,165,63
164,All modes,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Theme 1: Teaching on my course,134.6,213.4,,,,,,,,72.8,83,-10.1,3.3,6.3,98.9,1.1,0,165,63
165,All modes,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Theme 2: Learning opportunities,134.6,213.4,,,,,,,,69.3,79.6,-10.3,3.6,6.3,98.6,1.4,0,165,63
166,All modes,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Theme 3: Assessment and feedback,134.6,213.4,,,,,,,,58.6,75.9,-17.3,3.8,6.3,100,0,0,165,63
167,All modes,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Theme 4: Academic support,134.1,213.4,,,,,,,,76.9,85.8,-8.9,3.2,6.2,97.9,2.1,0,165,63
168,All modes,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Theme 5: Organisation and management,134.6,213.4,,,,,,,,70.8,82.6,-11.8,3.5,6.3,99.6,0.4,0,165,63
169,All modes,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Theme 6: Learning resources,133.6,213.4,,,,,,,,84.6,87.8,-3.3,2.8,6.3,60.9,37.2,2,165,63
170,All modes,All undergraduates,CAH2,CAH09-01,Mathematical sciences,Theme 7: Student voice,134.6,213.4,,,,,,,,59.6,76.3,-16.7,3.9,6.3,100,0,0,165,63
171,All modes,All undergraduates,CAH3,CAH09-01-01,Mathematics,Q01: How good are teaching staff at explaining things?,88.8,143.6,,14.19,52.25,16.01,6.34,,0,74.8,88.2,-13.4,3.9,6.3,99.7,0.3,0,165,61.8
172,All modes,All undergraduates,CAH3,CAH09-01-01,Mathematics,Q02: How often do teaching staff make the subject engaging?,88.8,143.6,,12.86,33.38,33.87,8.68,,0,52.1,72.4,-20.3,4.9,6.3,100,0,0,165,61.8
173,All modes,All undergraduates,CAH3,CAH09-01-01,Mathematics,Q03: How often is the course intellectually stimulating?,88.8,143.6,,41.73,36.55,8.51,2,,0,88.2,87.7,0.5,3.2,6.3,17.5,56.5,26,165,61.8
174,All modes,All undergraduates,CAH3,CAH09-01-01,Mathematics,Q04: How often does your course challenge you to achieve your best work?,88.8,143.6,,36.88,34.05,13.69,4.17,,0,79.9,83.5,-3.6,3.7,6.3,61.6,33.3,5.1,165,61.8
175,All modes,All undergraduates,CAH3,CAH09-01-01,Mathematics,Q05: To what extent have you had the chance to explore ideas and concepts in depth?,88.8,143.6,,27.71,40.56,15.68,4.84,,0,76.9,80.6,-3.7,4.2,6.3,61.3,31.9,6.8,165,61.8
176,All modes,All undergraduates,CAH3,CAH09-01-01,Mathematics,Q06: How well does your course introduce subjects and skills in a way that builds on what you have already learned?,88.8,143.6,,27.72,39.38,18.02,3.67,,0,75.6,85.6,-10.1,4,6.3,97.2,2.7,0.1,165,61.8
177,All modes,All undergraduates,CAH3,CAH09-01-01,Mathematics,Q07: To what extent have you had the chance to bring together information and ideas from different topics?,87.5,143.6,,23.55,39.37,18.19,6.34,,1.34,71.9,78.5,-6.6,4.4,6.2,82.2,15.8,2,165,61.8
178,All modes,All undergraduates,CAH3,CAH09-01-01,Mathematics,Q08: To what extent does your course have the right balance of directed and independent study?,88.8,143.6,,19.87,31.71,26.37,10.84,,0,58.1,76.6,-18.5,4.8,6.3,100,0,0,165,61.8
179,All modes,All undergraduates,CAH3,CAH09-01-01,Mathematics,Q09: How well has your course developed your knowledge and skills that you think you will need for your future?,88.8,143.6,,19.87,39.54,21.87,7.51,,0,66.9,75.5,-8.6,4.6,6.3,91,8.3,0.8,165,61.8
180,All modes,All undergraduates,CAH3,CAH09-01-01,Mathematics,Q10: How clear were the marking criteria used to assess your work?,88.8,143.6,,14.69,29.38,29.54,15.18,,0,49.6,73.5,-23.9,4.9,6.3,100,0,0,165,61.8
181,All modes,All undergraduates,CAH3,CAH09-01-01,Mathematics,Q11: How fair has the marking and assessment been on your course?,88.8,143.6,,8.85,41.74,23.69,14.51,,0,57,81.5,-24.6,4.6,6.3,100,0,0,165,61.8
182,All modes,All undergraduates,CAH3,CAH09-01-01,Mathematics,Q12: How well have assessments allowed you to demonstrate what you have learned?,88.8,143.6,,10.02,40.89,24.87,13.01,,0,57.3,75.3,-18,4.7,6.3,100,0,0,165,61.8
183,All modes,All undergraduates,CAH3,CAH09-01-01,Mathematics,Q13: How often have you received assessment feedback on time?,87.3,143.6,,22.86,39.73,18.53,6.17,,1.5,71.7,78.6,-6.9,4.4,6.2,84.3,14.1,1.6,165,61.8
184,All modes,All undergraduates,CAH3,CAH09-01-01,Mathematics,Q14: How often does feedback help you to improve your work?,87.3,143.6,,18.36,35.56,24.86,8.51,,1.5,61.8,68.9,-7.1,4.9,6.2,82.8,14.8,2.4,165,61.8
185,All modes,All undergraduates,CAH3,CAH09-01-01,Mathematics,Q15: How easy was it to contact teaching staff when you needed to?,86.5,143.6,,32.22,39.22,11.17,3.84,,2.34,82.6,87.2,-4.5,3.6,6.2,71.2,26.2,2.6,165,61.8
186,All modes,All undergraduates,CAH3,CAH09-01-01,Mathematics,Q16: How well have teaching staff supported your learning?,86.5,143.6,,18.37,46.9,15.51,5.67,,2.34,75.5,84.4,-8.9,4.2,6.1,93.8,5.9,0.3,165,61.8
187,All modes,All undergraduates,CAH3,CAH09-01-01,Mathematics,Q17: How well organised is your course?,88.8,143.6,,18.37,47.72,18.53,4.17,,0,74.4,81.6,-7.2,4.2,6.3,86.9,12.1,1,165,61.8
188,All modes,All undergraduates,CAH3,CAH09-01-01,Mathematics,Q18: How well were any changes to teaching on your course communicated?,86.5,143.6,,17.7,42.55,20.53,5.67,,2.34,69.7,83.3,-13.6,4.4,6.3,99.4,0.6,0,165,61.8
189,All modes,All undergraduates,CAH3,CAH09-01-01,Mathematics,Q19: How well have the IT resources and facilities supported your learning?,85.1,143.6,,26.21,46.39,8.68,3.84,,3.67,85.3,86.6,-1.3,3.6,6.2,37.2,48.4,14.4,165,61.8
190,All modes,All undergraduates,CAH3,CAH09-01-01,Mathematics,"Q20: How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",83.1,143.6,,23.37,43.73,11.85,4.17,,5.67,80.7,88.1,-7.3,3.8,6.3,89.9,9.7,0.5,165,61.8
191,All modes,All undergraduates,CAH3,CAH09-01-01,Mathematics,"Q21: How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",83,143.6,,25.04,50.07,4.84,3,,5.84,90.5,89.7,0.8,3.1,6.3,14.3,55.9,29.8,165,61.8
192,All modes,All undergraduates,CAH3,CAH09-01-01,Mathematics,Q22: To what extent do you get the right opportunities to give feedback on your course?,88.8,143.6,,25.05,40.87,17.53,5.34,,0,74.2,85.3,-11.1,4.1,6.3,98.1,1.8,0.1,165,61.8
193,All modes,All undergraduates,CAH3,CAH09-01-01,Mathematics,Q23: To what extent are students' opinions about the course valued by staff?,87.6,143.6,,12.52,34.22,24.7,16.18,,1.17,53.3,74.1,-20.8,4.9,6.3,100,0,0,165,61.8
194,All modes,All undergraduates,CAH3,CAH09-01-01,Mathematics,Q24: How clear is it that students' feedback on the course is acted on?,85.8,143.6,,9.68,28.7,32.72,14.68,,2.51,44.7,67.3,-22.6,5.2,6.3,100,0,0,165,61.8
195,All modes,All undergraduates,CAH3,CAH09-01-01,Mathematics,Q25: How well does the students' union (association or guild) represent students' academic interests?,78.4,143.6,,11.03,38.37,16.01,13.02,,9.19,63,73.5,-10.5,5.1,6.2,94.3,5.2,0.5,165,61.8
196,All modes,All undergraduates,CAH3,CAH09-01-01,Mathematics,Q26: How well communicated was information about your university/college's mental wellbeing support services?,83.3,143.6,,17.7,35.88,17.52,12.18,,4.34,64.3,80.3,-16,4.8,6.2,99.8,0.2,0,165,61.8
197,All modes,All undergraduates,CAH3,CAH09-01-01,Mathematics,"Q27: During your studies, how free did you feel to express your ideas, opinions, and beliefs?",85.6,143.6,,29.88,36.38,14.69,4.67,,2,77.4,86.5,-9.1,4,6.9,95.1,4.7,0.2,165,61.8
198,All modes,All undergraduates,CAH3,CAH09-01-01,Mathematics,Theme 1: Teaching on my course,88.8,143.6,,,,,,,,73.7,82.8,-9.1,4.2,6.3,94.4,5.3,0.3,165,61.8
199,All modes,All undergraduates,CAH3,CAH09-01-01,Mathematics,Theme 2: Learning opportunities,88.8,143.6,,,,,,,,69.9,79.3,-9.4,4.4,6.3,94,5.6,0.4,165,61.8
200,All modes,All undergraduates,CAH3,CAH09-01-01,Mathematics,Theme 3: Assessment and feedback,88.8,143.6,,,,,,,,59.3,75.5,-16.2,4.8,6.3,99.8,0.2,0,165,61.8
201,All modes,All undergraduates,CAH3,CAH09-01-01,Mathematics,Theme 4: Academic support,88.3,143.6,,,,,,,,78.9,85.7,-6.8,3.9,6.2,86.2,12.9,0.9,165,61.8
202,All modes,All undergraduates,CAH3,CAH09-01-01,Mathematics,Theme 5: Organisation and management,88.8,143.6,,,,,,,,71.8,82.3,-10.5,4.3,6.3,96.9,3,0.1,165,61.8
203,All modes,All undergraduates,CAH3,CAH09-01-01,Mathematics,Theme 6: Learning resources,88.3,143.6,,,,,,,,85,87.7,-2.7,3.5,6.3,52.4,40.8,6.8,165,61.8
204,All modes,All undergraduates,CAH3,CAH09-01-01,Mathematics,Theme 7: Student voice,88.8,143.6,,,,,,,,58.1,75.6,-17.4,4.8,6.3,99.9,0.1,0,165,61.8
205,All modes,All undergraduates,CAH3,CAH09-01-03,Statistics,Q01: How good are teaching staff at explaining things?,45.8,69.9,,4.33,26.62,10.66,4.16,,0,67.6,88.6,-21,5.7,6.3,99.9,0.1,0,98,65.5
206,All modes,All undergraduates,CAH3,CAH09-01-03,Statistics,Q02: How often do teaching staff make the subject engaging?,45.8,69.9,,6.49,13.98,19.98,5.32,,0,44.7,74.2,-29.4,7,6.3,100,0,0,98,65.5
207,All modes,All undergraduates,CAH3,CAH09-01-03,Statistics,Q03: How often is the course intellectually stimulating?,45.8,69.9,,21.8,17.81,4.66,1.5,,0,86.5,87.6,-1,4.5,6.3,37.2,41,21.8,98,65.5
208,All modes,All undergraduates,CAH3,CAH09-01-03,Statistics,Q04: How often does your course challenge you to achieve your best work?,45.8,69.9,,20.31,18.81,4.82,1.83,,0,85.5,83,2.5,5.2,6.3,17.2,33.1,49.7,98,65.5
209,All modes,All undergraduates,CAH3,CAH09-01-03,Statistics,Q05: To what extent have you had the chance to explore ideas and concepts in depth?,45.8,69.9,,13.48,21.47,8.66,2.16,,0,76.4,81.7,-5.4,5.8,6.3,69,22.3,8.8,98,65.5
210,All modes,All undergraduates,CAH3,CAH09-01-03,Statistics,Q06: How well does your course introduce subjects and skills in a way that builds on what you have already learned?,45.8,69.9,,11.31,20.81,10.82,2.83,,0,70.2,86,-15.8,5.7,6.3,99,0.9,0.1,98,65.5
211,All modes,All undergraduates,CAH3,CAH09-01-03,Statistics,Q07: To what extent have you had the chance to bring together information and ideas from different topics?,45.4,69.9,,10.31,22.15,8.82,4.16,,0.33,71.4,79.3,-7.9,6.2,6.2,80.6,14.6,4.8,98,65.5
212,All modes,All undergraduates,CAH3,CAH09-01-03,Statistics,Q08: To what extent does your course have the right balance of directed and independent study?,45.8,69.9,,8.99,15.81,13.81,7.16,,0,54.2,77.7,-23.5,6.8,6.3,99.9,0.1,0,98,65.5
213,All modes,All undergraduates,CAH3,CAH09-01-03,Statistics,Q09: How well has your course developed your knowledge and skills that you think you will need for your future?,45.8,69.9,,10.65,20.48,10.98,3.66,,0,68,76.3,-8.3,6.5,6.3,81.5,13.8,4.8,98,65.5
214,All modes,All undergraduates,CAH3,CAH09-01-03,Statistics,Q10: How clear were the marking criteria used to assess your work?,45.8,69.9,,6.49,14.48,16.14,8.66,,0,45.8,75.1,-29.3,7,6.3,100,0,0,98,65.5
215,All modes,All undergraduates,CAH3,CAH09-01-03,Statistics,Q11: How fair has the marking and assessment been on your course?,45.8,69.9,,3.33,21.96,11.32,9.16,,0,55.3,81.8,-26.6,6.5,6.3,100,0,0,98,65.5
216,All modes,All undergraduates,CAH3,CAH09-01-03,Statistics,Q12: How well have assessments allowed you to demonstrate what you have learned?,45.8,69.9,,4.66,21.64,11.14,8.33,,0,57.5,76.4,-19,6.6,6.3,99.4,0.6,0.1,98,65.5
217,All modes,All undergraduates,CAH3,CAH09-01-03,Statistics,Q13: How often have you received assessment feedback on time?,44.8,69.9,,12.33,19.63,9.98,2.83,,1,71.4,79.6,-8.2,6.2,6.2,82.2,13.6,4.2,98,65.5
218,All modes,All undergraduates,CAH3,CAH09-01-03,Statistics,Q14: How often does feedback help you to improve your work?,44.8,69.9,,9.82,16.14,12.82,5.99,,1,58,70.5,-12.5,7,6.2,92.3,6.1,1.6,98,65.5
219,All modes,All undergraduates,CAH3,CAH09-01-03,Statistics,Q15: How easy was it to contact teaching staff when you needed to?,44.9,69.9,,16.65,19.3,6.83,2.16,,0.83,80,86.8,-6.8,5.1,6.2,80.3,16.4,3.3,98,65.5
220,All modes,All undergraduates,CAH3,CAH09-01-03,Statistics,Q16: How well have teaching staff supported your learning?,45.3,69.9,,9.16,21.29,10.49,4.33,,0.5,67.3,85.2,-17.9,6,6.1,99.5,0.5,0,98,65.5
